,gender,age,married,number_of_dependents,city,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,customer_status
3109,Female,43,Yes,1,San Bernardino,3,19,no_offer,Yes,7.42,No,Yes,DSL,17.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.6,0.0,0,140.98,1103.88,Stayed
3110,Male,25,No,0,San Jose,0,59,no_offer,Yes,25.89,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.0,0.0,0,1527.51,3038.01,Stayed
3111,Male,61,No,1,Descanso,0,30,Offer C,No,0.0,,Yes,DSL,17.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.5,0.0,0,0.0,1307.8,Stayed
3112,Male,65,Yes,0,Lindsay,7,62,Offer B,Yes,27.49,Yes,Yes,Fiber Optic,3.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.8,0.0,0,1704.38,7333.93,Stayed
3113,Male,40,Yes,0,Huron,2,2,Offer E,Yes,15.14,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Mailed Check,19.85,0.0,0,30.28,66.18,Churned
3114,Female,61,No,0,Glendale,0,18,no_offer,Yes,19.93,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8,29.76,0,358.74,1687.58,Stayed
3115,Female,70,Yes,0,Hughson,1,20,no_offer,Yes,8.98,No,Yes,DSL,16.0,No,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,60.0,0.0,0,179.6,1438.95,Stayed
3116,Male,57,No,2,Richmond,0,5,no_offer,Yes,13.54,No,Yes,DSL,21.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,48.65,0.0,0,67.7,302.9,Stayed
3117,Female,58,Yes,0,Woody,1,42,no_offer,Yes,10.73,Yes,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.3,0.0,0,450.66,4039.06,Churned
3118,Female,43,Yes,0,San Bernardino,2,10,no_offer,No,0.0,,Yes,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,52.55,0.0,0,0.0,525.5,Stayed
3119,Female,41,Yes,1,Durham,6,52,no_offer,Yes,31.09,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,98.15,0.0,0,1616.68,6610.08,Stayed
3120,Male,21,Yes,1,Paso Robles,6,45,Offer B,Yes,17.23,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,19.2,0.0,0,775.35,1679.05,Stayed
3121,Male,73,Yes,0,Witter Springs,2,69,no_offer,Yes,8.3,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,110.55,0.0,0,572.7,8182.8,Stayed
3122,Female,52,No,0,Los Angeles,0,36,Offer C,Yes,28.41,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.8,0.0,0,1022.76,4909.21,Stayed
3123,Female,72,No,0,Hydesville,0,8,no_offer,Yes,2.18,No,Yes,Fiber Optic,13.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,0.0,0,17.44,617.59,Stayed
3124,Female,54,No,0,Arcadia,0,2,no_offer,Yes,15.67,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.7,0.0,0,31.34,166.54,Joined
3125,Male,23,No,0,Penngrove,0,5,no_offer,Yes,26.86,No,Yes,DSL,71.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,0.0,0,134.3,425.75,Stayed
3126,Female,45,No,0,El Dorado,0,3,no_offer,Yes,25.96,No,Yes,DSL,7.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,0.0,0,77.88,274.03,Churned
3127,Female,20,Yes,0,San Dimas,6,52,no_offer,Yes,10.59,Yes,Yes,Fiber Optic,48.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,27.6,0,550.68,6147.93,Churned
3128,Male,56,No,0,Los Angeles,0,13,no_offer,Yes,46.92,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Bank Withdrawal,20.4,0.0,0,609.96,861.61,Stayed
3129,Female,60,Yes,2,Los Gatos,1,38,no_offer,Yes,36.72,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,19.6,0.0,0,1395.36,2158.46,Stayed
3130,Female,21,No,0,Lemon Grove,0,61,Offer B,Yes,15.44,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,0.0,0,941.84,7364.84,Stayed
3131,Male,24,No,0,Seiad Valley,0,16,Offer D,Yes,21.04,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,20.25,0.0,0,336.64,664.09,Churned
3132,Female,28,Yes,2,Deer Park,1,35,no_offer,Yes,25.27,Yes,Yes,DSL,82.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.25,0.0,0,884.45,3453.0,Churned
3133,Female,25,No,2,Camp Nelson,0,18,Offer D,Yes,17.51,Yes,Yes,DSL,30.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,57.65,0.0,0,315.18,1307.88,Stayed
3134,Male,33,Yes,0,Anaheim,6,23,no_offer,Yes,13.79,Yes,Yes,Cable,17.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.7,0.0,0,317.17,1731.37,Stayed
3135,Female,64,No,0,Montclair,0,1,no_offer,Yes,21.52,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.7,0.0,0,21.52,91.22,Churned
3136,Female,65,No,0,Igo,0,46,no_offer,Yes,16.04,Yes,Yes,DSL,26.0,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,0.0,0,737.84,3993.19,Stayed
3137,Male,25,No,0,Coachella,0,26,Offer C,No,0.0,,Yes,Cable,47.0,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,35.75,0.0,0,0.0,1022.5,Stayed
3138,Male,41,No,0,Anaheim,0,11,no_offer,Yes,25.24,No,Yes,Fiber Optic,29.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,0.0,0,277.64,1093.14,Churned
3139,Female,42,Yes,3,Wilton,0,35,Offer C,Yes,39.11,Yes,Yes,DSL,23.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,59.45,0.0,0,1368.85,3505.75,Stayed
3140,Female,75,No,0,Ducor,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,0.0,20,53.46,507.56,Churned
3141,Male,41,Yes,0,Goleta,2,31,no_offer,Yes,27.37,No,Yes,DSL,15.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,75.5,0.0,0,848.47,3272.92,Stayed
3142,Male,50,No,0,La Habra,0,1,no_offer,Yes,22.86,No,Yes,Fiber Optic,25.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,0.0,10,22.86,102.66,Churned
3143,Female,67,No,0,Sylmar,0,38,no_offer,Yes,26.1,No,Yes,DSL,27.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.15,0.0,0,991.8,3242.45,Churned
3144,Female,31,No,0,Sunnyvale,0,2,Offer E,Yes,37.76,No,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.0,0.0,0,75.52,228.57,Churned
3145,Female,73,Yes,0,Lake Elsinore,4,71,Offer A,Yes,43.99,Yes,Yes,Fiber Optic,17.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,80.7,0.0,0,3123.29,8799.29,Stayed
3146,Female,76,No,0,San Diego,0,16,no_offer,Yes,17.51,Yes,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,0.0,0,280.16,1630.31,Churned
3147,Male,57,Yes,2,Coulterville,4,42,Offer B,Yes,9.33,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.25,0.0,0,391.86,1246.76,Stayed
3148,Male,52,No,0,Sacramento,0,56,no_offer,Yes,47.82,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,25.95,0.0,0,2677.92,4121.97,Stayed
3149,Female,23,Yes,0,Anaheim,8,18,Offer D,Yes,18.55,Yes,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.85,21.58,0,333.9,1907.07,Stayed
3150,Female,68,No,0,Chino Hills,0,13,no_offer,Yes,10.51,No,Yes,DSL,20.0,No,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.8,0.0,0,136.63,867.93,Stayed
3151,Male,30,Yes,0,Manton,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,0.0,0,727.02,4102.92,Stayed
3152,Female,21,Yes,0,San Jose,4,59,Offer B,Yes,9.23,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,101.1,0.0,0,544.57,6584.47,Churned
3153,Male,39,No,0,Encino,0,26,no_offer,No,0.0,,Yes,DSL,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,0.0,0,0.0,1156.55,Stayed
3154,Male,58,No,1,Vernalis,0,54,no_offer,Yes,20.93,No,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.85,0.0,10,1130.22,6966.87,Stayed
3155,Male,27,No,0,Rio Nido,0,40,no_offer,Yes,27.47,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Credit Card,24.6,0.0,0,1098.8,2072.75,Stayed
3156,Male,32,Yes,1,Maywood,0,8,Offer E,Yes,37.28,Yes,Yes,DSL,14.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,76.15,0.0,0,298.24,944.04,Stayed
3157,Female,72,Yes,0,San Mateo,1,25,no_offer,Yes,19.44,No,Yes,Fiber Optic,4.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,88.4,0.0,0,486.0,2677.15,Stayed
3158,Female,51,No,0,Ventura,0,2,Offer E,Yes,49.79,No,Yes,Fiber Optic,22.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.2,0.0,10,99.58,255.63,Churned
3159,Female,31,Yes,3,Auburn,4,42,no_offer,Yes,34.66,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,Yes,Bank Withdrawal,19.05,0.0,0,1455.72,2217.57,Stayed
3160,Female,21,Yes,1,Oakland,2,51,Offer B,Yes,18.42,Yes,Yes,Fiber Optic,47.0,Yes,No,No,Yes,Yes,No,Yes,Yes,One Year,Yes,Mailed Check,95.15,0.0,0,939.42,5939.47,Stayed
3161,Female,56,Yes,2,Covina,1,58,no_offer,Yes,29.5,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,25.15,0.0,0,1711.0,3220.9,Stayed
3162,Male,44,Yes,0,Los Angeles,1,12,Offer D,Yes,44.6,No,Yes,Fiber Optic,20.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.05,0.0,0,535.2,1535.0,Stayed
3163,Female,59,Yes,3,Arvin,10,9,no_offer,Yes,12.55,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,20.25,0.0,0,112.95,285.3,Stayed
3164,Female,26,No,0,Darwin,0,2,Offer E,Yes,41.9,No,Yes,DSL,71.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.55,0.0,10,83.8,178.2,Joined
3165,Female,39,Yes,0,Isleton,0,46,Offer B,Yes,4.6,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,24.95,0.0,0,211.6,1377.5,Stayed
3166,Male,53,No,0,Hayward,0,7,no_offer,Yes,9.14,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Bank Withdrawal,19.25,0.0,0,63.98,176.28,Churned
3167,Male,48,Yes,2,North San Juan,1,8,Offer E,Yes,6.78,No,Yes,DSL,24.0,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,43.45,0.0,0,54.24,399.74,Stayed
3168,Female,35,No,0,Los Gatos,0,16,no_offer,Yes,13.04,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.75,39.99,0,208.64,1298.0,Stayed
3169,Male,24,Yes,0,Forest Falls,5,55,no_offer,Yes,36.17,No,Yes,DSL,69.0,Yes,No,No,No,No,Yes,Yes,No,One Year,No,Credit Card,59.45,0.0,40,1989.35,5186.35,Stayed
3170,Female,60,No,0,Eldridge,0,10,no_offer,Yes,49.7,Yes,Yes,Fiber Optic,10.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05,0.0,0,497.0,1327.7,Churned
3171,Female,35,No,0,North Hollywood,0,16,Offer D,Yes,46.99,Yes,Yes,Fiber Optic,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,72.65,0.0,0,751.84,1946.14,Churned
3172,Female,26,No,0,San Dimas,0,5,Offer E,Yes,34.49,Yes,Yes,Fiber Optic,46.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.2,0.0,0,172.45,647.25,Churned
3173,Female,35,No,0,Torrance,0,52,no_offer,Yes,33.84,No,Yes,DSL,5.0,Yes,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,57.95,0.0,0,1759.68,4801.93,Stayed
3174,Female,52,No,0,San Francisco,0,1,Offer E,Yes,49.24,No,Yes,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,0.0,0,49.24,118.89,Churned
3175,Male,69,Yes,0,Soulsbyville,1,70,no_offer,Yes,17.45,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,102.95,15.24,0,1221.5,8307.76,Churned
3176,Female,30,Yes,0,Daly City,10,62,Offer B,Yes,15.06,Yes,Yes,Fiber Optic,82.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,0.0,0,933.72,7098.42,Stayed
3177,Male,75,Yes,0,Summerland,3,49,Offer B,Yes,22.92,Yes,Yes,Fiber Optic,14.0,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,90.05,0.0,0,1123.08,5670.33,Churned
3178,Male,20,No,0,San Fernando,0,4,no_offer,Yes,41.94,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,-3.0,0.0,0,167.76,246.06,Stayed
3179,Female,30,Yes,0,Fair Oaks,1,17,Offer D,Yes,41.95,No,Yes,Fiber Optic,51.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.85,0.0,0,713.15,2287.6,Churned
3180,Male,37,Yes,0,Atascadero,8,14,Offer D,Yes,45.57,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65,0.0,0,637.98,1822.98,Stayed
3181,Female,62,No,0,Mount Laguna,0,59,Offer B,Yes,28.32,Yes,Yes,DSL,9.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,No,Bank Withdrawal,68.7,0.0,150,1670.88,5891.83,Stayed
3182,Female,55,No,0,San Diego,0,47,no_offer,Yes,26.35,No,Yes,Cable,5.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.9,0.0,0,1238.45,4051.5,Stayed
3183,Female,33,Yes,0,Kneeland,5,71,no_offer,Yes,43.37,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,Yes,Bank Withdrawal,24.65,0.0,0,3079.27,4789.42,Stayed
3184,Male,43,Yes,0,Rosemead,1,47,no_offer,Yes,37.74,Yes,Yes,Fiber Optic,7.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.35,0.0,0,1773.78,6892.73,Churned
3185,Male,40,No,0,Palos Verdes Peninsula,0,5,no_offer,Yes,39.13,Yes,Yes,Fiber Optic,20.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,96.55,0.0,0,195.65,695.75,Stayed
3186,Female,41,Yes,0,Witter Springs,1,11,Offer D,Yes,24.83,No,Yes,DSL,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,0.0,0,273.13,756.83,Churned
3187,Female,28,Yes,2,Canyon Dam,3,41,no_offer,Yes,20.41,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.1,0.0,0,836.81,5291.06,Stayed
3188,Male,56,No,0,Fullerton,0,52,no_offer,Yes,46.24,No,Yes,Cable,10.0,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,63.25,0.0,130,2404.48,5876.93,Stayed
3189,Male,36,No,0,Auburn,0,9,Offer E,Yes,13.72,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,No,Credit Card,20.4,0.0,0,123.48,305.28,Stayed
3190,Female,48,No,0,Santa Ana,0,9,no_offer,Yes,40.73,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,43.75,5.9,0,366.57,766.37,Stayed
3191,Female,40,No,0,San Diego,0,10,no_offer,Yes,27.1,No,Yes,Fiber Optic,11.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,0.0,0,271.0,1117.0,Churned
3192,Male,44,No,3,Los Angeles,0,12,Offer D,Yes,17.23,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,19.35,0.0,0,206.76,419.06,Stayed
3193,Male,22,No,0,San Diego,0,22,no_offer,Yes,33.53,No,Yes,DSL,59.0,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.15,0.0,0,737.66,1930.71,Churned
3194,Male,45,Yes,2,Orland,9,52,no_offer,Yes,5.51,No,Yes,Cable,19.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,68.75,16.86,0,286.52,3752.51,Stayed
3195,Female,57,Yes,0,Avenal,3,43,no_offer,Yes,37.25,No,Yes,DSL,20.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.15,0.0,0,1601.75,4101.05,Churned
3196,Female,47,No,0,San Pablo,0,13,Offer D,No,0.0,,Yes,DSL,27.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,49.15,0.0,0,0.0,649.4,Stayed
3197,Female,63,No,0,Mountain View,0,3,Offer E,Yes,5.2,Yes,Yes,Fiber Optic,23.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.8,0.0,10,15.6,271.9,Churned
3198,Male,66,Yes,0,Kerman,1,16,no_offer,Yes,15.44,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,0.0,0,247.04,1787.09,Stayed
3199,Male,79,Yes,0,Portola,5,45,no_offer,Yes,44.91,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Credit Card,24.7,0.0,0,2020.95,3195.3,Stayed
3200,Female,25,Yes,0,Huntington Park,5,4,no_offer,Yes,48.48,No,Yes,Fiber Optic,58.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-1.0,0.0,0,193.92,519.37,Churned
3201,Female,60,No,0,Walnut,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,0.0,0,97.29,343.79,Churned
3202,Female,23,Yes,0,Frazier Park,1,6,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.3,0.0,0,164.64,709.84,Churned
3203,Female,24,No,0,Fremont,0,1,Offer E,Yes,5.36,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Month-to-Month,Yes,Credit Card,19.6,0.0,0,5.36,24.96,Churned
3204,Male,36,Yes,0,Garden Grove,1,70,Offer A,Yes,28.54,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Bank Withdrawal,24.25,0.0,0,1997.8,3721.95,Stayed
3205,Female,46,Yes,2,Homewood,1,3,Offer E,No,0.0,,Yes,Cable,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,-4.0,0.0,0,0.0,91.7,Churned
3206,Male,57,No,0,Glendale,0,56,no_offer,Yes,2.58,Yes,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,One Year,No,Bank Withdrawal,24.9,0.0,0,144.48,1478.48,Churned
3207,Male,65,No,0,Oakland,0,24,no_offer,Yes,28.98,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,0.0,0,695.52,3135.67,Churned
3208,Female,78,Yes,1,Inglewood,1,25,Offer C,Yes,19.76,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.5,13.43,0,494.0,2995.07,Churned
3209,Female,34,No,0,Hopland,0,53,no_offer,No,0.0,,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,53.6,0.0,0,0.0,2879.2,Stayed
3210,Male,51,No,0,Glencoe,0,1,Offer E,Yes,12.13,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,0.0,0,12.13,81.98,Churned
3211,Male,63,Yes,0,San Martin,1,25,no_offer,Yes,35.27,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,0.0,140,881.75,3200.35,Churned
3212,Male,45,Yes,3,Pismo Beach,1,8,no_offer,Yes,30.77,No,Yes,DSL,75.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.65,0.0,0,246.16,615.31,Stayed
3213,Female,36,Yes,3,Dunnigan,1,27,no_offer,Yes,2.4,No,No,no_internet_service,0.0,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,no_internet_service,Two Year,No,Credit Card,19.9,0.0,0,64.8,614.9,Stayed
3214,Female,31,Yes,0,Castro Valley,7,60,Offer B,No,0.0,,Yes,Cable,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,50.05,0.0,0,0.0,2911.5,Stayed
3215,Female,74,No,0,Yermo,0,20,Offer D,Yes,23.18,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,81.45,0.0,0,463.6,2135.2,Stayed
3216,Female,68,No,0,Terra Bella,0,56,no_offer,Yes,34.58,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,104.75,0.0,0,1936.48,7447.13,Churned
3217,Female,53,No,0,Anaheim,0,1,no_offer,Yes,22.86,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.1,0.0,0,22.86,103.96,Churned
3218,Female,33,No,0,Ludlow,0,42,no_offer,Yes,34.76,No,Yes,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,66.5,0.0,0,1459.92,4222.67,Stayed
